size,block_size,warmup_ms,rep_ms,p20_ms,p50_ms,p80_ms,gbps_lower,gbps_p50,gbps_upper
1048576,128,25,100,0.015359999611973763,0.015359999611973763,0.01740800030529499,722.8235167351564,819.2000206947333,819.2000206947333
1048576,256,25,100,0.015359999611973763,0.016383999958634377,0.018432000651955605,682.6666425201638,768.0000019390136,819.2000206947333
1048576,512,25,100,0.014336000196635723,0.014336000196635723,0.016383999958634377,768.0000019390136,877.7142736753641,877.7142736753641
1048576,1024,25,100,0.014336000196635723,0.015359999611973763,0.01740800030529499,722.8235167351564,819.2000206947333,877.7142736753641
1048593,128,25,100,0.015359999611973763,0.015359999611973763,0.01740800030529499,722.8352354849508,819.2133019450688,819.2133019450688
1048593,256,25,100,0.015359999611973763,0.015359999611973763,0.01740800030529499,722.8352354849508,819.2133019450688,819.2133019450688
1048593,512,25,100,0.015359999611973763,0.016383999958634377,0.01740800030529499,722.8352354849508,768.01245311092,819.2133019450688
1048593,1024,25,100,0.016383999958634377,0.016383999958634377,0.018432000651955605,682.6777102281055,768.01245311092,768.01245311092
